#BCube(8,3)

router

# node  comment     yPos    xPos
S0360     NA          1       1
S0361     NA          1       1
S0362     NA          1       1
S0363     NA          1       1
S0364     NA          1       1
S0365     NA          1       1
S0366     NA          1       1
S0367     NA          1       1
S0370     NA          1       1
S0371     NA          1       1
S0372     NA          1       1
S0373     NA          1       1
S0374     NA          1       1
S0375     NA          1       1
S0376     NA          1       1
S0377     NA          1       1
S0400     NA          1       1
S0401     NA          1       1
S0402     NA          1       1
S0403     NA          1       1
S0404     NA          1       1
S0405     NA          1       1
S0406     NA          1       1
S0407     NA          1       1
S0410     NA          1       1
S0411     NA          1       1
S0412     NA          1       1
S0413     NA          1       1
S0414     NA          1       1
S0415     NA          1       1
S0416     NA          1       1
S0417     NA          1       1
S0420     NA          1       1
S0421     NA          1       1
S0422     NA          1       1
S0423     NA          1       1
S0424     NA          1       1
S0425     NA          1       1
S0426     NA          1       1
S0427     NA          1       1
S0430     NA          1       1
S0431     NA          1       1
S0432     NA          1       1
S0433     NA          1       1
S0434     NA          1       1
S0435     NA          1       1
S0436     NA          1       1
S0437     NA          1       1
S0440     NA          1       1
S0441     NA          1       1
S0442     NA          1       1
S0443     NA          1       1
S0444     NA          1       1
S0445     NA          1       1
S0446     NA          1       1
S0447     NA          1       1
S0450     NA          1       1
S0451     NA          1       1
S0452     NA          1       1
S0453     NA          1       1
S0454     NA          1       1
S0455     NA          1       1
S0456     NA          1       1
S0457     NA          1       1
S0460     NA          1       1
S0461     NA          1       1
S0462     NA          1       1
S0463     NA          1       1
S0464     NA          1       1
S0465     NA          1       1
S0466     NA          1       1
S0467     NA          1       1
S0470     NA          1       1
S0471     NA          1       1
S0472     NA          1       1
S0473     NA          1       1
S0474     NA          1       1
S0475     NA          1       1
S0476     NA          1       1
S0477     NA          1       1
S0500     NA          1       1
S0501     NA          1       1
S0502     NA          1       1
S0503     NA          1       1
S0504     NA          1       1
S0505     NA          1       1
S0506     NA          1       1
S0507     NA          1       1
S0510     NA          1       1
S0511     NA          1       1
S0512     NA          1       1
S0513     NA          1       1
S0514     NA          1       1
S0515     NA          1       1
S0516     NA          1       1
S0517     NA          1       1
S0520     NA          1       1
S0521     NA          1       1
S0522     NA          1       1
S0523     NA          1       1
S0524     NA          1       1
S0525     NA          1       1
S0526     NA          1       1
S0527     NA          1       1
S0530     NA          1       1
S0531     NA          1       1
S0532     NA          1       1
S0533     NA          1       1
S0534     NA          1       1
S0535     NA          1       1
S0536     NA          1       1
S0537     NA          1       1
S0540     NA          1       1
S0541     NA          1       1
S0542     NA          1       1
S0543     NA          1       1
S0544     NA          1       1
S0545     NA          1       1
S0546     NA          1       1
S0547     NA          1       1
S0550     NA          1       1
S0551     NA          1       1
S0552     NA          1       1
S0553     NA          1       1
S0554     NA          1       1
S0555     NA          1       1
S0556     NA          1       1
S0557     NA          1       1
S0560     NA          1       1
S0561     NA          1       1
S0562     NA          1       1
S0563     NA          1       1
S0564     NA          1       1
S0565     NA          1       1
S0566     NA          1       1
S0567     NA          1       1
S0570     NA          1       1
S0571     NA          1       1
S0572     NA          1       1
S0573     NA          1       1
S0574     NA          1       1
S0575     NA          1       1
S0576     NA          1       1
S0577     NA          1       1
S0600     NA          1       1
S0601     NA          1       1
S0602     NA          1       1
S0603     NA          1       1
S0604     NA          1       1
S0605     NA          1       1
S0606     NA          1       1
S0607     NA          1       1
S0610     NA          1       1
S0611     NA          1       1
S0612     NA          1       1
S0613     NA          1       1
S0614     NA          1       1
S0615     NA          1       1
S0616     NA          1       1
S0617     NA          1       1
S0620     NA          1       1
S0621     NA          1       1
S0622     NA          1       1
S0623     NA          1       1
S0624     NA          1       1
S0625     NA          1       1
S0626     NA          1       1
S0627     NA          1       1
S0630     NA          1       1
S0631     NA          1       1
S0632     NA          1       1
S0633     NA          1       1
S0634     NA          1       1
S0635     NA          1       1
S0636     NA          1       1
S0637     NA          1       1
S0640     NA          1       1
S0641     NA          1       1
S0642     NA          1       1
S0643     NA          1       1
S0644     NA          1       1
S0645     NA          1       1
S0646     NA          1       1
S0647     NA          1       1
S0650     NA          1       1
S0651     NA          1       1
S0652     NA          1       1
S0653     NA          1       1
S0654     NA          1       1
S0655     NA          1       1
S0656     NA          1       1
S0657     NA          1       1
S0660     NA          1       1
S0661     NA          1       1
S0662     NA          1       1
S0663     NA          1       1
S0664     NA          1       1
S0665     NA          1       1
S0666     NA          1       1
S0667     NA          1       1
S0670     NA          1       1
S0671     NA          1       1
S0672     NA          1       1
S0673     NA          1       1
S0674     NA          1       1
S0675     NA          1       1
S0676     NA          1       1
S0677     NA          1       1
S0700     NA          1       1
S0701     NA          1       1
S0702     NA          1       1
S0703     NA          1       1
S0704     NA          1       1
S0705     NA          1       1
S0706     NA          1       1
S0707     NA          1       1
S0710     NA          1       1
S0711     NA          1       1
S0712     NA          1       1
S0713     NA          1       1
S0714     NA          1       1
S0715     NA          1       1
S0716     NA          1       1
S0717     NA          1       1
S0720     NA          1       1
S0721     NA          1       1
S0722     NA          1       1
S0723     NA          1       1
S0724     NA          1       1
S0725     NA          1       1
S0726     NA          1       1
S0727     NA          1       1
S0730     NA          1       1
S0731     NA          1       1
S0732     NA          1       1
S0733     NA          1       1
S0734     NA          1       1
S0735     NA          1       1
S0736     NA          1       1
S0737     NA          1       1
S0740     NA          1       1
S0741     NA          1       1
S0742     NA          1       1
S0743     NA          1       1
S0744     NA          1       1
S0745     NA          1       1
S0746     NA          1       1
S0747     NA          1       1
S0750     NA          1       1
S0751     NA          1       1
S0752     NA          1       1
S0753     NA          1       1
S0754     NA          1       1
S0755     NA          1       1
S0756     NA          1       1
S0757     NA          1       1
S0760     NA          1       1
S0761     NA          1       1
S0762     NA          1       1
S0763     NA          1       1
S0764     NA          1       1
S0765     NA          1       1
S0766     NA          1       1
S0767     NA          1       1
S0770     NA          1       1
S0771     NA          1       1
S0772     NA          1       1
S0773     NA          1       1
S0774     NA          1       1
S0775     NA          1       1
S0776     NA          1       1
S0777     NA          1       1
S1000     NA          1       1
S1001     NA          1       1
S1002     NA          1       1
S1003     NA          1       1
S1004     NA          1       1
S1005     NA          1       1
S1006     NA          1       1
S1007     NA          1       1
S1010     NA          1       1
S1011     NA          1       1
S1012     NA          1       1
S1013     NA          1       1
S1014     NA          1       1
S1015     NA          1       1
S1016     NA          1       1
S1017     NA          1       1
S1020     NA          1       1
S1021     NA          1       1
S1022     NA          1       1
S1023     NA          1       1
S1024     NA          1       1
S1025     NA          1       1
S1026     NA          1       1
S1027     NA          1       1
S1030     NA          1       1
S1031     NA          1       1
S1032     NA          1       1
S1033     NA          1       1
S1034     NA          1       1
S1035     NA          1       1
S1036     NA          1       1
S1037     NA          1       1
S1040     NA          1       1
S1041     NA          1       1
S1042     NA          1       1
S1043     NA          1       1
S1044     NA          1       1
S1045     NA          1       1
S1046     NA          1       1
S1047     NA          1       1
S1050     NA          1       1
S1051     NA          1       1
S1052     NA          1       1
S1053     NA          1       1
S1054     NA          1       1
S1055     NA          1       1
S1056     NA          1       1
S1057     NA          1       1
S1060     NA          1       1
S1061     NA          1       1
S1062     NA          1       1
S1063     NA          1       1
S1064     NA          1       1
S1065     NA          1       1
S1066     NA          1       1
S1067     NA          1       1
S1070     NA          1       1
S1071     NA          1       1
S1072     NA          1       1
S1073     NA          1       1
S1074     NA          1       1
S1075     NA          1       1
S1076     NA          1       1
S1077     NA          1       1
S1100     NA          1       1
S1101     NA          1       1
S1102     NA          1       1
S1103     NA          1       1
S1104     NA          1       1
S1105     NA          1       1
S1106     NA          1       1
S1107     NA          1       1
S1110     NA          1       1
S1111     NA          1       1
S1112     NA          1       1
S1113     NA          1       1
S1114     NA          1       1
S1115     NA          1       1
S1116     NA          1       1
S1117     NA          1       1
S1120     NA          1       1
S1121     NA          1       1
S1122     NA          1       1
S1123     NA          1       1
S1124     NA          1       1
S1125     NA          1       1
S1126     NA          1       1
S1127     NA          1       1
S1130     NA          1       1
S1131     NA          1       1
S1132     NA          1       1
S1133     NA          1       1
S1134     NA          1       1
S1135     NA          1       1
S1136     NA          1       1
S1137     NA          1       1
S1140     NA          1       1
S1141     NA          1       1
S1142     NA          1       1
S1143     NA          1       1
S1144     NA          1       1
S1145     NA          1       1
S1146     NA          1       1
S1147     NA          1       1
S1150     NA          1       1
S1151     NA          1       1
S1152     NA          1       1
S1153     NA          1       1
S1154     NA          1       1
S1155     NA          1       1
S1156     NA          1       1
S1157     NA          1       1
S1160     NA          1       1
S1161     NA          1       1
S1162     NA          1       1
S1163     NA          1       1
S1164     NA          1       1
S1165     NA          1       1
S1166     NA          1       1
S1167     NA          1       1
S1170     NA          1       1
S1171     NA          1       1
S1172     NA          1       1
S1173     NA          1       1
S1174     NA          1       1
S1175     NA          1       1
S1176     NA          1       1
S1177     NA          1       1
S1200     NA          1       1
S1201     NA          1       1
S1202     NA          1       1
S1203     NA          1       1
S1204     NA          1       1
S1205     NA          1       1
S1206     NA          1       1
S1207     NA          1       1
S1210     NA          1       1
S1211     NA          1       1
S1212     NA          1       1
S1213     NA          1       1
S1214     NA          1       1
S1215     NA          1       1
S1216     NA          1       1
S1217     NA          1       1
S1220     NA          1       1
S1221     NA          1       1
S1222     NA          1       1
S1223     NA          1       1
S1224     NA          1       1
S1225     NA          1       1
S1226     NA          1       1
S1227     NA          1       1
S1230     NA          1       1
S1231     NA          1       1
S1232     NA          1       1
S1233     NA          1       1
S1234     NA          1       1
S1235     NA          1       1
S1236     NA          1       1
S1237     NA          1       1
S1240     NA          1       1
S1241     NA          1       1
S1242     NA          1       1
S1243     NA          1       1
S1244     NA          1       1
S1245     NA          1       1
S1246     NA          1       1
S1247     NA          1       1
S1250     NA          1       1
S1251     NA          1       1
S1252     NA          1       1
S1253     NA          1       1
S1254     NA          1       1
S1255     NA          1       1
S1256     NA          1       1
S1257     NA          1       1
S1260     NA          1       1
S1261     NA          1       1
S1262     NA          1       1
S1263     NA          1       1
S1264     NA          1       1
S1265     NA          1       1
S1266     NA          1       1
S1267     NA          1       1
S1270     NA          1       1
S1271     NA          1       1
S1272     NA          1       1
S1273     NA          1       1
S1274     NA          1       1
S1275     NA          1       1
S1276     NA          1       1
S1277     NA          1       1
S1300     NA          1       1
S1301     NA          1       1
S1302     NA          1       1
S1303     NA          1       1
S1304     NA          1       1
S1305     NA          1       1
S1306     NA          1       1
S1307     NA          1       1
S1310     NA          1       1
S1311     NA          1       1
S1312     NA          1       1
S1313     NA          1       1
S1314     NA          1       1
S1315     NA          1       1
S1316     NA          1       1
S1317     NA          1       1
S1320     NA          1       1
S1321     NA          1       1
S1322     NA          1       1
S1323     NA          1       1
S1324     NA          1       1
S1325     NA          1       1
S1326     NA          1       1
S1327     NA          1       1
S1330     NA          1       1
S1331     NA          1       1
S1332     NA          1       1
S1333     NA          1       1
S1334     NA          1       1
S1335     NA          1       1
S1336     NA          1       1
S1337     NA          1       1
S1340     NA          1       1
S1341     NA          1       1
S1342     NA          1       1
S1343     NA          1       1
S1344     NA          1       1
S1345     NA          1       1
S1346     NA          1       1
S1347     NA          1       1
S1350     NA          1       1
S1351     NA          1       1
S1352     NA          1       1
S1353     NA          1       1
S1354     NA          1       1
S1355     NA          1       1
S1356     NA          1       1
S1357     NA          1       1
S1360     NA          1       1
S1361     NA          1       1
S1362     NA          1       1
S1363     NA          1       1
S1364     NA          1       1
S1365     NA          1       1
S1366     NA          1       1
S1367     NA          1       1
S1370     NA          1       1
S1371     NA          1       1
S1372     NA          1       1
S1373     NA          1       1
S1374     NA          1       1
S1375     NA          1       1
S1376     NA          1       1
S1377     NA          1       1
S1400     NA          1       1
S1401     NA          1       1
S1402     NA          1       1
S1403     NA          1       1
S1404     NA          1       1
S1405     NA          1       1
S1406     NA          1       1
S1407     NA          1       1
S1410     NA          1       1
S1411     NA          1       1
S1412     NA          1       1
S1413     NA          1       1
S1414     NA          1       1
S1415     NA          1       1
S1416     NA          1       1
S1417     NA          1       1
S1420     NA          1       1
S1421     NA          1       1
S1422     NA          1       1
S1423     NA          1       1
S1424     NA          1       1
S1425     NA          1       1
S1426     NA          1       1
S1427     NA          1       1
S1430     NA          1       1
S1431     NA          1       1
S1432     NA          1       1
S1433     NA          1       1
S1434     NA          1       1
S1435     NA          1       1
S1436     NA          1       1
S1437     NA          1       1
S1440     NA          1       1
S1441     NA          1       1
S1442     NA          1       1
S1443     NA          1       1
S1444     NA          1       1
S1445     NA          1       1
S1446     NA          1       1
S1447     NA          1       1
S1450     NA          1       1
S1451     NA          1       1
S1452     NA          1       1
S1453     NA          1       1
S1454     NA          1       1
S1455     NA          1       1
S1456     NA          1       1
S1457     NA          1       1
S1460     NA          1       1
S1461     NA          1       1
S1462     NA          1       1
S1463     NA          1       1
S1464     NA          1       1
S1465     NA          1       1
S1466     NA          1       1
S1467     NA          1       1
S1470     NA          1       1
S1471     NA          1       1
S1472     NA          1       1
S1473     NA          1       1
S1474     NA          1       1
S1475     NA          1       1
S1476     NA          1       1
S1477     NA          1       1
S1500     NA          1       1
S1501     NA          1       1
S1502     NA          1       1
S1503     NA          1       1
S1504     NA          1       1
S1505     NA          1       1
S1506     NA          1       1
S1507     NA          1       1
S1510     NA          1       1
S1511     NA          1       1
S1512     NA          1       1
S1513     NA          1       1
S1514     NA          1       1
S1515     NA          1       1
S1516     NA          1       1
S1517     NA          1       1
S1520     NA          1       1
S1521     NA          1       1
S1522     NA          1       1
S1523     NA          1       1
S1524     NA          1       1
S1525     NA          1       1
S1526     NA          1       1
S1527     NA          1       1
S1530     NA          1       1
S1531     NA          1       1
S1532     NA          1       1
S1533     NA          1       1
S1534     NA          1       1
S1535     NA          1       1
S1536     NA          1       1
S1537     NA          1       1
S1540     NA          1       1
S1541     NA          1       1
S1542     NA          1       1
S1543     NA          1       1
S1544     NA          1       1
S1545     NA          1       1
S1546     NA          1       1
S1547     NA          1       1
S1550     NA          1       1
S1551     NA          1       1
S1552     NA          1       1
S1553     NA          1       1
S1554     NA          1       1
S1555     NA          1       1
S1556     NA          1       1
S1557     NA          1       1
S1560     NA          1       1
S1561     NA          1       1
S1562     NA          1       1
S1563     NA          1       1
S1564     NA          1       1
S1565     NA          1       1
S1566     NA          1       1
S1567     NA          1       1
S1570     NA          1       1
S1571     NA          1       1
S1572     NA          1       1
S1573     NA          1       1
S1574     NA          1       1
S1575     NA          1       1
S1576     NA          1       1
S1577     NA          1       1
S1600     NA          1       1
S1601     NA          1       1
S1602     NA          1       1
S1603     NA          1       1
S1604     NA          1       1
S1605     NA          1       1
S1606     NA          1       1
S1607     NA          1       1
S1610     NA          1       1
S1611     NA          1       1
S1612     NA          1       1
S1613     NA          1       1
S1614     NA          1       1
S1615     NA          1       1
S1616     NA          1       1
S1617     NA          1       1
S1620     NA          1       1
S1621     NA          1       1
S1622     NA          1       1
S1623     NA          1       1
S1624     NA          1       1
S1625     NA          1       1
S1626     NA          1       1
S1627     NA          1       1
S1630     NA          1       1
S1631     NA          1       1
S1632     NA          1       1
S1633     NA          1       1
S1634     NA          1       1
S1635     NA          1       1
S1636     NA          1       1
S1637     NA          1       1
S1640     NA          1       1
S1641     NA          1       1
S1642     NA          1       1
S1643     NA          1       1
S1644     NA          1       1
S1645     NA          1       1
S1646     NA          1       1
S1647     NA          1       1
S1650     NA          1       1
S1651     NA          1       1
S1652     NA          1       1
S1653     NA          1       1
S1654     NA          1       1
S1655     NA          1       1
S1656     NA          1       1
S1657     NA          1       1
S1660     NA          1       1
S1661     NA          1       1
S1662     NA          1       1
S1663     NA          1       1
S1664     NA          1       1
S1665     NA          1       1
S1666     NA          1       1
S1667     NA          1       1
S1670     NA          1       1
S1671     NA          1       1
S1672     NA          1       1
S1673     NA          1       1
S1674     NA          1       1
S1675     NA          1       1
S1676     NA          1       1
S1677     NA          1       1
S1700     NA          1       1
S1701     NA          1       1
S1702     NA          1       1
S1703     NA          1       1
S1704     NA          1       1
S1705     NA          1       1
S1706     NA          1       1
S1707     NA          1       1
S1710     NA          1       1
S1711     NA          1       1
S1712     NA          1       1
S1713     NA          1       1
S1714     NA          1       1
S1715     NA          1       1
S1716     NA          1       1
S1717     NA          1       1
S1720     NA          1       1
S1721     NA          1       1
S1722     NA          1       1
S1723     NA          1       1
S1724     NA          1       1
S1725     NA          1       1
S1726     NA          1       1
S1727     NA          1       1
S1730     NA          1       1
S1731     NA          1       1
S1732     NA          1       1
S1733     NA          1       1
S1734     NA          1       1
S1735     NA          1       1
S1736     NA          1       1
S1737     NA          1       1
S1740     NA          1       1
S1741     NA          1       1
S1742     NA          1       1
S1743     NA          1       1
S1744     NA          1       1
S1745     NA          1       1
S1746     NA          1       1
S1747     NA          1       1
S1750     NA          1       1
S1751     NA          1       1
S1752     NA          1       1
S1753     NA          1       1
S1754     NA          1       1
S1755     NA          1       1
S1756     NA          1       1
S1757     NA          1       1
S1760     NA          1       1
S1761     NA          1       1
S1762     NA          1       1
S1763     NA          1       1
S1764     NA          1       1
S1765     NA          1       1
S1766     NA          1       1
S1767     NA          1       1
S1770     NA          1       1
S1771     NA          1       1
S1772     NA          1       1
S1773     NA          1       1
S1774     NA          1       1
S1775     NA          1       1
S1776     NA          1       1
S1777     NA          1       1
S2000     NA          1       1
S2001     NA          1       1
S2002     NA          1       1
S2003     NA          1       1
S2004     NA          1       1
S2005     NA          1       1
S2006     NA          1       1
S2007     NA          1       1
S2010     NA          1       1
S2011     NA          1       1
S2012     NA          1       1
S2013     NA          1       1
S2014     NA          1       1
S2015     NA          1       1
S2016     NA          1       1
S2017     NA          1       1
S2020     NA          1       1
S2021     NA          1       1
S2022     NA          1       1
S2023     NA          1       1
S2024     NA          1       1
S2025     NA          1       1
S2026     NA          1       1
S2027     NA          1       1
S2030     NA          1       1
S2031     NA          1       1
S2032     NA          1       1
S2033     NA          1       1
S2034     NA          1       1
S2035     NA          1       1
S2036     NA          1       1
S2037     NA          1       1
S2040     NA          1       1
S2041     NA          1       1
S2042     NA          1       1
S2043     NA          1       1
S2044     NA          1       1
S2045     NA          1       1
S2046     NA          1       1
S2047     NA          1       1
S2050     NA          1       1
S2051     NA          1       1
S2052     NA          1       1
S2053     NA          1       1
S2054     NA          1       1
S2055     NA          1       1
S2056     NA          1       1
S2057     NA          1       1
S2060     NA          1       1
S2061     NA          1       1
S2062     NA          1       1
S2063     NA          1       1
S2064     NA          1       1
S2065     NA          1       1
S2066     NA          1       1
S2067     NA          1       1
S2070     NA          1       1
S2071     NA          1       1
S2072     NA          1       1
S2073     NA          1       1
S2074     NA          1       1
S2075     NA          1       1
S2076     NA          1       1
S2077     NA          1       1
S2100     NA          1       1
S2101     NA          1       1
S2102     NA          1       1
S2103     NA          1       1
S2104     NA          1       1
S2105     NA          1       1
S2106     NA          1       1
S2107     NA          1       1
S2110     NA          1       1
S2111     NA          1       1
S2112     NA          1       1
S2113     NA          1       1
S2114     NA          1       1
S2115     NA          1       1
S2116     NA          1       1
S2117     NA          1       1
S2120     NA          1       1
S2121     NA          1       1
S2122     NA          1       1
S2123     NA          1       1
S2124     NA          1       1
S2125     NA          1       1
S2126     NA          1       1
S2127     NA          1       1
S2130     NA          1       1
S2131     NA          1       1
S2132     NA          1       1
S2133     NA          1       1
S2134     NA          1       1
S2135     NA          1       1
S2136     NA          1       1
S2137     NA          1       1
S2140     NA          1       1
S2141     NA          1       1
S2142     NA          1       1
S2143     NA          1       1
S2144     NA          1       1
S2145     NA          1       1
S2146     NA          1       1
S2147     NA          1       1
S2150     NA          1       1
S2151     NA          1       1
S2152     NA          1       1
S2153     NA          1       1
S2154     NA          1       1
S2155     NA          1       1
S2156     NA          1       1
S2157     NA          1       1
S2160     NA          1       1
S2161     NA          1       1
S2162     NA          1       1
S2163     NA          1       1
S2164     NA          1       1
S2165     NA          1       1
S2166     NA          1       1
S2167     NA          1       1
S2170     NA          1       1
S2171     NA          1       1
S2172     NA          1       1
S2173     NA          1       1
S2174     NA          1       1
S2175     NA          1       1
S2176     NA          1       1
S2177     NA          1       1
S2200     NA          1       1
S2201     NA          1       1
S2202     NA          1       1
S2203     NA          1       1
S2204     NA          1       1
S2205     NA          1       1
S2206     NA          1       1
S2207     NA          1       1
S2210     NA          1       1
S2211     NA          1       1
S2212     NA          1       1
S2213     NA          1       1
S2214     NA          1       1
S2215     NA          1       1
S2216     NA          1       1
S2217     NA          1       1
S2220     NA          1       1
S2221     NA          1       1
S2222     NA          1       1
S2223     NA          1       1
S2224     NA          1       1
S2225     NA          1       1
S2226     NA          1       1
S2227     NA          1       1
S2230     NA          1       1
S2231     NA          1       1
S2232     NA          1       1
S2233     NA          1       1
S2234     NA          1       1
S2235     NA          1       1
S2236     NA          1       1
S2237     NA          1       1
S2240     NA          1       1
S2241     NA          1       1
S2242     NA          1       1
S2243     NA          1       1
S2244     NA          1       1
S2245     NA          1       1
S2246     NA          1       1
S2247     NA          1       1
S2250     NA          1       1
S2251     NA          1       1
S2252     NA          1       1
S2253     NA          1       1
S2254     NA          1       1
S2255     NA          1       1
S2256     NA          1       1
S2257     NA          1       1
S2260     NA          1       1
S2261     NA          1       1
S2262     NA          1       1
S2263     NA          1       1
S2264     NA          1       1
S2265     NA          1       1
S2266     NA          1       1
S2267     NA          1       1
S2270     NA          1       1
S2271     NA          1       1
S2272     NA          1       1
S2273     NA          1       1
S2274     NA          1       1
S2275     NA          1       1
S2276     NA          1       1
S2277     NA          1       1
S2300     NA          1       1
S2301     NA          1       1
S2302     NA          1       1
S2303     NA          1       1
S2304     NA          1       1
S2305     NA          1       1
S2306     NA          1       1
S2307     NA          1       1
S2310     NA          1       1
S2311     NA          1       1
S2312     NA          1       1
S2313     NA          1       1
S2314     NA          1       1
S2315     NA          1       1
S2316     NA          1       1
S2317     NA          1       1
S2320     NA          1       1
S2321     NA          1       1
S2322     NA          1       1
S2323     NA          1       1
S2324     NA          1       1
S2325     NA          1       1
S2326     NA          1       1
S2327     NA          1       1
S2330     NA          1       1
S2331     NA          1       1
S2332     NA          1       1
S2333     NA          1       1
S2334     NA          1       1
S2335     NA          1       1
S2336     NA          1       1
S2337     NA          1       1
S2340     NA          1       1
S2341     NA          1       1
S2342     NA          1       1
S2343     NA          1       1
S2344     NA          1       1
S2345     NA          1       1
S2346     NA          1       1
S2347     NA          1       1
S2350     NA          1       1
S2351     NA          1       1
S2352     NA          1       1
S2353     NA          1       1
S2354     NA          1       1
S2355     NA          1       1
S2356     NA          1       1
S2357     NA          1       1
S2360     NA          1       1
S2361     NA          1       1
S2362     NA          1       1
S2363     NA          1       1
